SequenceID	kingdom	phylum	class	order	family	genus	species	assignment	species_hypothesis	Confidence.x	taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	assignment.1
ASV1136	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_oligosperma	Exophiala_oligosperma	sSH1098747.09FU	0.8366108	Herpotrichiellaceae	1CB1CD37-36B9-11D5-9548-00D0592D548C	80856	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Exophiala_oligosperma
ASV1137	Fungi	Basidiomycota	Microbotryomycetes	NA	Colacogloeaceae	Colacogloea	Colacogloea_cycloclastica	Colacogloea_cycloclastica	sSH1318576.09FU	1.0000000	Colacogloea	F5CFE2B8-00C6-4B32-BCA8-33AC9F0179BD	25562	13	Pathotroph	|Fungal Parasite|	Probable	Dimorphic-Facultative Yeast	NULL	As mycoparasite (Põlme et al. 2020); Decay fungal material (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Colacogloea_cycloclastica
ASV1138	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA	Sordariomycetes	sSH0996097.09FU	0.9034512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sordariomycetes
ASV1139	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	NA	Ochroconis	NA	0.7052414	Sympoventuriaceae	1A5CF12B-5C15-43F8-BB6A-8479B1581BBB	563117	9	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Sympoventuriaceae is represented by Sympoventuria, and can be distinguished from species of Venturiales by its saprobic life style (Zhang et al. 2011)	Zhang Y, et al. 2011 Fungal Diversity 51:249-277 ((https://doi.org/10.1007/s13225-011-0141-x))	Ochroconis
ASV1140	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA	Penicillium	NA	0.7363360	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Penicillium
ASV1141	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	0.9689418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV1142	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA	Capnodiales	sSH1103658.09FU	0.9319957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Capnodiales
ASV1143	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	NA	Talaromyces	NA	0.9837087	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Talaromyces
ASV1144	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	Agaricales	sSH1095229.09FU	0.9978373	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	Agaricales
ASV1145	Fungi	NA	NA	NA	NA	NA	NA	NA	sSH1020015.09FU	0.7127626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV1146	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_penicillioides	Aspergillus_penicillioides	sSH1228777.09FU	0.7524085	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Aspergillus_penicillioides
ASV1147	Fungi	NA	NA	NA	NA	NA	NA	NA	sSH0884008.09FU	0.9781582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV1148	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_africana	Preussia_africana	sSH1148135.09FU	0.9977388	Sporormiaceae	1CB1CDD8-36B9-11D5-9548-00D0592D548C	81414	9	Saprotroph	Dung Saprotroph-Plant Saprotroph	Probable	Microfungus	NULL	Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Preussia_africana
ASV1149	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Hyaloriaceae	Myxarium	Myxarium_hyalinum	Myxarium_hyalinum	sSH0975361.09FU	0.9999713	Myxarium	1CB19502-36B9-11D5-9548-00D0592D548C	18106	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Tremelloid	NULL	Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Myxarium_hyalinum
ASV1150	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Trichosporon	Trichosporon_lactis	Trichosporon_lactis	sSH1019614.09FU	0.9939374	Trichosporon	1CB1CC33-36B9-11D5-9548-00D0592D548C	10296	13	Pathotroph-Saprotroph	|Animal Parasite|-Animal Pathogen-Undefined Saprotroph	Probable	Yeast	NULL	As animal_decomposer (Põlme et al. 2020); Decay animal material (Põlme et al. 2020); Likely opportunistic human pathogen (Irinyi et al. 2015)	Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); https://www.cdc.gov ((https://www.cdc.gov))	Trichosporon_lactis
ASV1151	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	NA	Xylodon	sSH1236631.09FU	0.7442316	Schizoporaceae	1CB1CDC9-36B9-11D5-9548-00D0592D548C	80038	9	Saprotroph	Wood Saprotroph	Probable	Corticioid	White Rot	Saprobic, causing white rot of standing and fallen wood of coniferous and broadleaved trees, rarely on herbaceous stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Xylodon
ASV1152	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA	Polyporales	sSH0970967.09FU	0.9332674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyporales
ASV1153	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA	Serendipita	sSH1159451.09FU	0.9973470	Serendipita	9597D21B-8566-4B87-B888-F7D578F17392	22442	13	Saprotroph-Symbiotroph	Ectomycorrhizal-|Endophyte|-Ericoid Mycorrhizal-Orchid Mycorrhizal-Undefined Saprotroph	Highly Probable	Microfungus	NULL	As root_endophyte (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Weiß M, et al. 2016. New Phytologist 211:20-40 ((https://doi.org/10.1111/nph.13977)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Serendipita
ASV1154	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Ballistosporomyces	Ballistosporomyces_xanthus	Ballistosporomyces_xanthus	sSH0919558.09FU	0.7848303	Chionosphaeraceae	1CB1CCE4-36B9-11D5-9548-00D0592D548C	82032	9	Pathotroph-Saprotroph	Fungal Parasite-Undefined Saprotroph	Possible	Microfungus	NULL	Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Ballistosporomyces_xanthus
ASV1155	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Capronia	NA	Capronia	sSH0898015.09FU	0.9449692	Herpotrichiellaceae	1CB1CD37-36B9-11D5-9548-00D0592D548C	80856	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Capronia
ASV1156	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Calyptella	Calyptella_capula	Calyptella_capula	sSH1054949.09FU	0.9999031	Tricholomataceae	008764C7-3F16-4577-B343-C50EF7B78211	81487	9	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Probable	Agaricoid	NULL	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Calyptella_capula
ASV1157	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	NA	NA	Tricholomataceae	sSH1201847.09FU	0.9998504	Tricholomataceae	008764C7-3F16-4577-B343-C50EF7B78211	81487	9	Pathotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite	Probable	Agaricoid	NULL	Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Tricholomataceae
ASV1158	Fungi	Ascomycota	NA	NA	NA	NA	NA	Ascomycota	NA	0.9761212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota
ASV1159	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Psilocybe	NA	Psilocybe	NA	0.7057216	Strophariaceae	1CB1A641-36B9-11D5-9548-00D0592D548C	81444	9	Pathotroph-Saprotroph	Dung Saprotroph-Plant Parasite-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph	Probable	Agaricoid	NULL	Very variable ecology; Pholiota species are lignicolous and can act as weak parasites while most other taxa are either sparobes in grassy habitats or are found in dung. Species are not ectomycorrhizal (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Psilocybe
ASV1160	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena	NA	Mycena	sSH1280594.09FU	0.8326044	Mycenaceae	8AE7A7D8-5A42-428C-A1CF-0125BA948485	505549	9	Saprotroph	Leaf Saprotroph-Wood Saprotroph	Probable	Agaricoid	NULL	Saprobes, most species as early colonizers of dead wood and leaves. A few species of Favolaschia and Mycena have been described as mycorrhizal with terrestrial orchids, but the associations need confirmation (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Mycena
ASV1161	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Phellodon	Phellodon_fuligineoalbus	Phellodon_fuligineoalbus	sSH1301952.09FU	0.9297415	Bankeraceae	1CB1CCC6-36B9-11D5-9548-00D0592D548C	80513	9	Symbiotroph	Ectomycorrhizal	Probable	Hydnoid	NULL	Terrestrial, ectomycorrhizal with gymnosperm and angiosperm trees, typically Pinaceae or Fagaceae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Phellodon_fuligineoalbus
ASV1162	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA	Agaricales	sSH1275357.09FU	0.9484010	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	Agaricales
ASV1163	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma_guiyangensis	Neosetophoma_guiyangensis	sSH1092021.09FU	0.9997026	Phaeosphaeriaceae	1CB1CD8E-36B9-11D5-9548-00D0592D548C	81637	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Neosetophoma_guiyangensis
ASV1164	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	NA	NA	Phleogenaceae	sSH0913647.09FU	0.8637332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phleogenaceae
ASV1165	Fungi	Ascomycota	NA	NA	NA	NA	NA	Ascomycota	sSH1034699.09FU	0.9999998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota
ASV1166	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA	Cantharellales	sSH0911245.09FU	0.9988709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cantharellales
ASV1167	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_minourae	Cladophialophora_minourae	sSH1069482.09FU	0.9999991	Herpotrichiellaceae	1CB1CD37-36B9-11D5-9548-00D0592D548C	80856	9	Pathotroph-Saprotroph	Animal Pathogen-Fungal Parasite-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Cladophialophora_minourae
ASV1168	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Linosporopsis	Linosporopsis_ochracea	Linosporopsis_ochracea	sSH0900943.09FU	0.7618827	Xylariaceae	1CB1ABFB-36B9-11D5-9548-00D0592D548C	81528	9	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Xylarioid	NULL	Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Linosporopsis_ochracea
ASV1169	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	0.9474732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV1170	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA	Xylariaceae	sSH1076152.09FU	0.9892448	Xylariaceae	1CB1ABFB-36B9-11D5-9548-00D0592D548C	81528	9	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Xylarioid	NULL	Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Xylariaceae
ASV1171	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA	Xylariales	NA	0.9993984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Xylariales
ASV1172	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	NA	NA	Tubeufiaceae	sSH0958917.09FU	0.9999974	Tubeufiaceae	1CB1CDF3-36B9-11D5-9548-00D0592D548C	81599	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Tubeufiaceae
ASV1173	Fungi	Ascomycota	Sordariomycetes	Phyllachorales	Telimenaceae	NA	NA	Telimenaceae	sSH0992875.09FU	0.9376256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Telimenaceae
ASV1174	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA	Sordariomycetes	sSH0949205.09FU	0.9999942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sordariomycetes
ASV1175	Fungi	Ascomycota	NA	NA	NA	NA	NA	Ascomycota	NA	0.7111762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota
ASV1176	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Pseudoanungitea	NA	Pseudoanungitea	NA	0.9990273	Venturiaceae	1CB1CDFC-36B9-11D5-9548-00D0592D548C	81516	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Pseudoanungitea
ASV1177	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	NA	NA	Orbiliaceae	NA	0.9999989	Orbiliaceae	1CB19716-36B9-11D5-9548-00D0592D548C	81091	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Orbiliaceae
ASV1178	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	NA	Zopfiella	NA	0.9892399	Chaetomiaceae	1CB1CCE0-36B9-11D5-9548-00D0592D548C	80582	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Possible	Microfungus	Soft Rot	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge ((https://isbnsearch.org/isbn/9780851998275));  Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))	Zopfiella
ASV1179	Fungi	Basidiomycota	NA	NA	NA	NA	NA	Basidiomycota	NA	0.7289214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Basidiomycota
ASV1180	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	NA	Russula	NA	1.0000000	Russulaceae	1CB1A269-36B9-11D5-9548-00D0592D548C	81358	9	Symbiotroph	Ectomycorrhizal	Probable	Agaricoid-Corticioid-Gasteroid-Secotioid	NULL	The genera Lactarius, Lactifluus, Multifurca and Russula form a mutualistic ectomycorrhizal root symbiosis with trees and shrubs, while the corticioid species in Boidinia, Gloeopeniophorella, and Pseudoxenasma are saprotrophic, wood-degrading fungi.	Larsson E, K-H Larsson. 2003. Mycologia 95:1037-1065 ((https://doi.org/10.2307/3761912))	Russula
ASV1181	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Tubulicrinaceae	Tubulicrinis	Tubulicrinis_martinicensis	Tubulicrinis_martinicensis	sSH1894209.09FU	1.0000000	Tubulicrinis	1CB1A87B-36B9-11D5-9548-00D0592D548C	18693	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Tubulicrinis_martinicensis
ASV1182	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Sistotrema	NA	Sistotrema	NA	0.9990217	Sistotrema	1CB1CB70-36B9-11D5-9548-00D0592D548C	18551	13	Saprotroph-Symbiotroph	Ectomycorrhizal-|Plant Saprotroph|-Wood Saprotroph	Possible	Corticioid	White Rot	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM/not ECM).	Sistotrema
ASV1183	Fungi	Basidiomycota	NA	NA	NA	NA	NA	Basidiomycota	sSH1167259.09FU	0.8651787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Basidiomycota
ASV1184	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	NA	NA	Verrucariaceae	NA	0.9957135	Verrucariaceae	1CB1CDFE-36B9-11D5-9548-00D0592D548C	81910	9	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	Lichenized with green algae, on rocks, soil, etc., more rarely on wood and bark (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Verrucariaceae
